cell_name	Symbol
Foam cell	Sgpp1
Disease-associated microglial cell	Sgpp1
B cell	Ly6d
Neutrophil	Stfa2
Macrophage	H2-Ab1
Neutrophil	Stfa1
Border-associated macrophage	Mrc1
Neutrophil	S100a8
Macrophage	Plac8
Border-associated macrophage	Stab1
Neutrophil	Cstdc4
B cell	Ms4a1
Neutrophil	S100a9
Macrophage	Cd74
B cell	Cd79a
T cell	Ms4a4b
Macrophage	H2-Eb1
Macrophage	H2-Aa
Border-associated macrophage	Dab2
B cell	Mzb1
Neutrophil	Retnlg
Microglia-like cell	Cd9
Microglia-like cell	Sparc
Microglia-like cell	P2ry12
Macrophage	Lgals3
Border-associated macrophage	F13a1
Macrophage	S100a6
Microglia-like cell	Cd81
Microglia-like cell	Hexb
Microglia-like cell	Spp1
T cell	Scart1
B cell	Cd74
T cell	Tmsb10
T cell	Ptprcap
Border-associated macrophage	Cbr2
B cell	Vpreb3
Microglia-like cell	Crybb1
Border-associated macrophage	Pf4
Microglia-like cell	Serpine2
Neutrophil	Ngp
T cell	Thy1
B cell	Cd79b
Myeloid cell	Adgre1
Functional myeloid cell	Fcgr1
Activation myeloid cell	Fcgr1
Neuron-glial antigen 2(NG2) cell	Birc5
Neuron-glial antigen 2(NG2) cell	Rrm2
Astrocyte	Kcne1
Neuron-glial antigen 2(NG2) cell	Spc24
Neuron-glial antigen 2(NG2) cell	Pbk
Neuron-glial antigen 2(NG2) cell	Ube2c
Astrocyte	Hells
Astrocyte	Top2a
Neuron-glial antigen 2(NG2) cell	Cspg4
Astrocyte	Kcnq1
Astrocyte	Kcnq4
Macrophage	Lyve1
Glial cell	Tnc
Glial cell	Egfr
Adult neuronal stem cell	Tnfrsf19
Neuron	Sepsecs
Dopaminergic neuron	Pitx3
Glutamatergic neuron	Tbr1
Oligodendrocyte	Mycl
GABAergic neuron	Lhx6
Endothelial cell	Bcl6b
Dopaminergic neuron	Nr4a2
Endothelial cell	Foxp1
Dopaminergic neuron	Lmx1b
Endothelial cell	Foxf2
Dopaminergic neuron	Foxa2
Endothelial cell	Lef1
Endothelial cell	Tie1
Tanycyte	Gfap
Neural progenitor cell	Nes
Glial cell	Plp1
Glial cell	Sox10
Neuron progenitor cell	Dcx
Microglial cell	Mki67
Natural killer cell	Ncr1
Neutrophil	Ly6g
Microglial cell	Ccl6
Microglial cell	Ank
Microglial cell	Cd9
Macrophage	Ccr2
Monocyte	F13a1
Neuron	Gfap
Endothelial cell	Vcan
Microglial cell	Cxcr1
Neuron	Kat2a
Neuron	Ascl1
Neuron	Lratd2
Neuron	Rspo1
Primary motor cortex cell	Rorb
Primary motor cortex cell	Rspo1
Primary motor cortex cell	Fezf2
Neuron	Myh8
Oligodendrocyte progenitor cell	Dcn
Microglia cell	Cx3cr1
Excitatory neuron	Sv2c
Inhibitory neuron	Pvalb
Interneuron	Chat
D2 Medium spiny neuron(D2 MSN)	Drd2
Medium spiny neuron(MSN)	Ppp1r1b
D1 Medium spiny neuron(D1 MSN)	Drd1
Interneuron	Resp18
Neuron	Mc4r
Neuron	Pdyn
Neuron	Nr2f2
Neuron	Otp
Neuron	Lhx1
Neuron	Nts
Neuron	Trh
Neuron	Pou2f2
Neuron	Foxb1
Neuron	Onecut2
B cell	Iglc3
CD8+ T cell	Stat4
CD8+ T cell	Cd8a
Pyramidal glutamatergic neuron	Camk2a
Pyramidal glutamatergic neuron	Wfs1
Pyramidal glutamatergic neuron	Satb2
Dopaminergic neuron	Calb1
Dopaminergic neuron	Foxa1
T helper 17(Th17) cell	Hk2
T helper 17(Th17) cell	Rorc
T helper 17(Th17) cell	Cish
T helper 17(Th17) cell	Rora
T helper 17(Th17) cell	Tmem176a
T helper 17(Th17) cell	Irf4
T helper 17(Th17) cell	Rbpj
T helper 17(Th17) cell	Il17f
T helper 17(Th17) cell	Fosl2
T helper 17(Th17) cell	Ccr6
Osteoclast	Spp1
Excitatory neuron	Slc17a6
Cholinergic Neuron	Slc5a7
Ependymocyte	Cfap52
Ependymocyte	Vim
Tanycyte	Vim
Radial glial cell	Slc1a3
Radial glial cell	Notch2
CD10+ B cell	Mmp12
Macrophage	Itgax
Monocyte	Lyz2
Engrafted macrophage	Clec12a
Engrafted macrophage	Mrc1
Monocyte	Apoe
Monocyte	Itgax
Engrafted macrophage	Ms4a7
Engrafted macrophage	Apoe
Engrafted macrophage	Itgal
Engrafted macrophage	Ccr2
Monocyte	Plac8
Schwann cell	Ttr
Neuron	Meis2
Meningeal cell	Slc4a10
Plasma cell	Cd79a
Granulocyte	S100a8
Natural killer cell	Klrk1
Leukocyte	Ptprc
Astrocyte	Sox10
Upper layer 2 cell	Cntn5
Oligodendrocyte	Lhfpl3
Oligodendrocyte	St18
Leptomeningeal cell	Bnc2
B cell	Trpc6
Upper layer 2 cell	Mdga1
Vascular cell	Bnc2
Upper layer 2 cell	Cdh13
Vascular cell	Slc6a13
Leptomeningeal cell	Slc6a13
Upper layer 2 cell	Cux2
Upper layer 2 cell	Chrm2
Upper layer 3 cell	Ccbe1
Oligodendrocyte precursor cell	Lhfpl3
Upper layer 3 cell	Mdga1
Vascular cell	Slc47a1
Upper layer 4 cell	Cux2
Upper layer 2 cell	Kcnh5
Upper layer 2 cell	Astn2
Upper layer 3 cell	Kcnh5
Upper layer 3 cell	Cntn5
Upper layer 2 cell	Grm1
Astrocyte	Grin2c
Leptomeningeal cell	Slc47a1
Upper layer 3 cell	Chrm2
Upper layer 3 cell	Astn2
Upper layer 2 cell	Trpc6
Upper layer 3 cell	Cdh13
Upper layer 2 cell	Ccbe1
Upper layer 3 cell	Grm1
Upper layer 3 cell	Trpc6
Upper layer 3 cell	Cux2
Pan-oligodendroglial cell	Sox10
Bipotent progenitor cell	Myf5
Oligodendrocyte	F3
Excitatory neuron	Sv2b
Oligodendrocyte progenitor cell	Ednrb
Interneuron	Slc32a1
Newly formed oligodendrocyte	9630013A20Rik
Neuron	Phox2b
Astrocyte	Il17a
Oligodendrocyte	Cspg5
Myeloid cell	Hexb
Progenitor cell	Meg3
Myeloid cell	C1qa
Progenitor cell	Stmn3
Myeloid cell	Trem2
Progenitor cell	Syt1
B cell	Ptprc
Neuron	Pax2
Neuron	Rora
Neuron	Ptf1a
Neuron	Foxp2
Neuron	Id3
Neuron	Sox14
Neuron	Atoh1
Astrocyte	Olfr50
Astrocyte	Agxt
Rostromedial tegmental nucleu (RMTg)	Tph2
Interpeduncular nucleu (IPN)	Efna2
Interpeduncular nucleu (IPN)	Sox11
Dopamine neuron	Slc18a2
Interpeduncular nucleu (IPN)	Cyp26b1
Dopamine neuron	Ddc
Dopamine neuron	Slc6a3
Interpeduncular nucleu (IPN)	Epha8
Dendritic cell	Ccr7
Natural killer cell	Klra4
Microglial cell	Sall3
Macrophage	Pf4
Dendritic cell	H2-DMb2
Monocyte	Ly6i
Natural killer cell	Klra8
Neuron	Gpr37l1
Dendritic cell	Kmo
Ependymal cell	Enpp2
Macrophage	Cd163
T cell	Trac
Ependymal cell	Ecrg4
Monocyte	Sirpb1c
T cell	Trbc2
Monocyte	Apoc2
Ependymal cell	Ttr
Neuron	Ptprz1
Pericyte	Ndufa4l2
Pericyte	Higd1b
Pericyte	Cd248
Pericyte	Des
Pericyte	Cspg4
Pericyte	Anpep
